entity_key,csv_name,country,ror_id,ror_name,method,score,parent_count,child_count,status
United States Army Medical Research Institute of Infectious Diseases|United States,United States Army Medical Research Institute of Infectious Diseases,United States,https://ror.org/01pveve47,United States Army Medical Research Institute of Infectious Diseases,local:exact,1.0,1,0,matched
University of Lahore|Pakistan,University of Lahore,Pakistan,https://ror.org/051jrjw38,University of Lahore,local:exact,1.0,0,0,matched
Washington University in St. Louis School of Medicine|United States,Washington University in St. Louis School of Medicine,United States,,,,,,,unmatched
Kaiser-Franz-Josef-Spital|Austria,Kaiser-Franz-Josef-Spital,Austria,https://ror.org/02p47pe37,Kaiser-Franz-Josef-Spital,local:exact,1.0,1,0,matched
CY Cergy Paris University|France,CY Cergy Paris University,France,https://ror.org/043htjv09,CY Cergy Paris Université,local:exact,1.0,0,29,matched
Kakatiya University|India,Kakatiya University,India,https://ror.org/012zpbg81,Kakatiya University,local:exact,1.0,0,0,matched
Kalawati Saran Children's Hospital|India,Kalawati Saran Children's Hospital,India,https://ror.org/04ty7jx71,Kalawati Saran Children's Hospital,local:exact,1.0,0,0,matched
Cotton University|India,Cotton University,India,https://ror.org/019ehh677,Cotton University,local:exact,1.0,0,0,matched
Kameda Medical Center|Japan,Kameda Medical Center,Japan,https://ror.org/01gf00k84,Kameda Medical Center,local:exact,1.0,0,1,matched
Kamineni Hospitals|India,Kamineni Hospitals,India,https://ror.org/02r0vmn14,Kamineni Hospitals,local:exact,1.0,0,0,matched
Kanagawa Academy of Science and Technology|Japan,Kanagawa Academy of Science and Technology,Japan,https://ror.org/04yvd9h56,Kanagawa Academy of Science and Technology,local:exact,1.0,0,0,matched
Kanagawa Cardiovascular and Respiratory Center|Japan,Kanagawa Cardiovascular and Respiratory Center,Japan,https://ror.org/04154pe94,Kanagawa Cardiovascular and Respiratory Center,local:exact,1.0,0,0,matched
Mediclinic City Hospital|United Arab Emirates,Mediclinic City Hospital,United Arab Emirates,https://ror.org/041z54681,Mediclinic City Hospital,local:exact,1.0,0,0,matched
Kanagawa Children's Medical Center|Japan,Kanagawa Children's Medical Center,Japan,https://ror.org/022h0tq76,Kanagawa Children's Medical Center,local:exact,1.0,0,0,matched
Ome Municipal General Hospital|Japan,Ome Municipal General Hospital,Japan,https://ror.org/00yv3xr02,Ome Municipal General Hospital,local:exact,1.0,0,0,matched
St Joseph's Health Centre|Canada,St Joseph's Health Centre,Canada,https://ror.org/00s426w44,St Joseph's Health Centre,local:exact,1.0,1,0,matched
Kanagawa Prefectural Hospital|Japan,Kanagawa Prefectural Hospital,Japan,https://ror.org/044fdhr57,Kanagawa Prefectural Hospital Organization,local:fuzzy(0.92),0.92,0,0,matched
Technical University of Kenya|Kenya,Technical University of Kenya,Kenya,https://ror.org/04eehsy38,Technical University of Kenya,local:exact,1.0,0,0,matched
Kanagawa Prefectural Institute of Public Health|Japan,Kanagawa Prefectural Institute of Public Health,Japan,https://ror.org/016c9ds94,Kanagawa Prefectural Institute of Public Health,local:exact,1.0,0,0,matched
University Clinical Center Tuzla|Bosnia and Herzegovina,University Clinical Center Tuzla,Bosnia and Herzegovina,https://ror.org/0474ygz28,University Clinical Center Tuzla,local:exact,1.0,0,0,matched
Université Mohammed VI des Sciences de la Santé|Morocco,Université Mohammed VI des Sciences de la Santé,Morocco,https://ror.org/01tezat55,Université Mohammed VI des Sciences et de la Santé,local:exact,1.0,0,1,matched
Kanagawa University|Japan,Kanagawa University,Japan,https://ror.org/02j6c0d67,Kanagawa University,local:exact,1.0,0,0,matched
University of Veterinary and Animal Sciences|Pakistan,University of Veterinary and Animal Sciences,Pakistan,https://ror.org/00g325k81,University of Veterinary and Animal Sciences,local:exact,1.0,0,0,matched
Kanazawa Hospital|Japan,Kanazawa Hospital,Japan,https://ror.org/059p4v436,Kanazawa Hospital,local:exact,1.0,1,0,matched
Southmead Hospital|United Kingdom,Southmead Hospital,United Kingdom,https://ror.org/05d576879,Southmead Hospital,local:exact,1.0,1,0,matched
Kanazawa Medical Center|Japan,Kanazawa Medical Center,Japan,https://ror.org/00m8tc820,Kanazawa Medical Center,local:exact,1.0,1,0,matched
Kanazawa Medical University|Japan,Kanazawa Medical University,Japan,https://ror.org/0535cbe18,Kanazawa Medical University,local:exact,1.0,0,0,matched
Kanazawa University|Japan,Kanazawa University,Japan,https://ror.org/02hwp6a56,Kanazawa University,local:exact,1.0,0,0,matched
Shenzhen University Health Science Center|China,Shenzhen University Health Science Center,China,https://ror.org/04yjbr930,Shenzhen University Health Science Center,local:exact,1.0,0,0,matched
Kanazawa University Hospital|Japan,Kanazawa University Hospital,Japan,https://ror.org/00xsdn005,Kanazawa University Hospital,local:exact,1.0,0,0,matched
Post Graduate Institute of Medical Education and Research|India,Post Graduate Institute of Medical Education and Research,India,https://ror.org/009nfym65,Post Graduate Institute of Medical Education and Research,local:exact,1.0,0,0,matched
Kanchi Kamakoti CHILDS Trust Hospital|India,Kanchi Kamakoti CHILDS Trust Hospital,India,https://ror.org/04g3z9997,Kanchi Kamakoti CHILDS Trust Hospital,local:exact,1.0,0,0,matched
University of the French West Indies and Guiana|Guadeloupe,University of the French West Indies and Guiana,Guadeloupe,https://ror.org/02ryfmr77,Université des Antilles,local:exact,1.0,0,11,matched
Universidade de Vigo|Spain,Universidade de Vigo,Spain,https://ror.org/05rdf8595,Universidade de Vigo,local:exact,1.0,0,1,matched
Kangwon National University|South Korea,Kangwon National University,South Korea,https://ror.org/01mh5ph17,Kangwon National University,local:exact,1.0,0,0,matched
Kanion Pharmaceutical (China)|China,Kanion Pharmaceutical (China),China,https://ror.org/00rn0n724,Kanion Pharmaceutical (China),local:exact,1.0,0,1,matched
Maharaja Sayajirao University of Baroda|India,Maharaja Sayajirao University of Baroda,India,https://ror.org/01bx8ja67,Maharaja Sayajirao University of Baroda,local:exact,1.0,0,0,matched
Kannur Medical College|India,Kannur Medical College,India,https://ror.org/034pkh014,Kannur Medical College,local:exact,1.0,0,0,matched
Mossakowski Medical Research Centre|Poland,Mossakowski Medical Research Centre,Poland,https://ror.org/05d3ntb42,"Mossakowski Medical Research Institute,  Polish Academy of Sciences",local:exact,1.0,1,0,matched
PSG Institute of Medical Sciences & Research|India,PSG Institute of Medical Sciences & Research,India,https://ror.org/04c1dx793,PSG Institute of Medical Sciences & Research,local:exact,1.0,0,0,matched
Kansai Medical University|Japan,Kansai Medical University,Japan,https://ror.org/001xjdh50,Kansai Medical University,local:exact,1.0,0,0,matched
University of Isfahan|Iran,University of Isfahan,Iran,https://ror.org/05h9t7759,University of Isfahan,local:exact,1.0,0,0,matched
Far Eastern University|Philippines,Far Eastern University,Philippines,https://ror.org/045dhqd98,Far Eastern University,local:exact,1.0,0,0,matched
Kansai University|Japan,Kansai University,Japan,https://ror.org/03xg1f311,Kansai University,local:exact,1.0,0,0,matched
Kansai University of Nursing and Health Sciences|Japan,Kansai University of Nursing and Health Sciences,Japan,https://ror.org/009f6yv14,Kansai University of Nursing and Health Sciences,local:exact,1.0,0,0,matched
Kansas City Public Schools|United States,Kansas City Public Schools,United States,https://ror.org/03pvzeb17,Kansas City Public Schools,local:exact,1.0,0,0,matched
Leibniz Institute on Aging – Fritz Lipmann Institute|Germany,Leibniz Institute on Aging – Fritz Lipmann Institute,Germany,https://ror.org/039a53269,Leibniz Institute on Aging - Fritz Lipmann Institute (FLI),local:exact,1.0,1,0,matched
Kansas City University of Medicine and Biosciences|United States,Kansas City University of Medicine and Biosciences,United States,https://ror.org/052em3f88,Kansas City University,local:exact,1.0,0,0,matched
Princess Nourah bint Abdulrahman University|Saudi Arabia,Princess Nourah bint Abdulrahman University,Saudi Arabia,https://ror.org/05b0cyh02,Princess Nourah bint Abdulrahman University,local:exact,1.0,0,0,matched
Kansas City VA Medical Center|United States,Kansas City VA Medical Center,United States,https://ror.org/050mdr969,Kansas City VA Medical Center,local:exact,1.0,1,0,matched
Semmelweis University|Hungary,Semmelweis University,Hungary,https://ror.org/01g9ty582,Semmelweis University,local:exact,1.0,0,0,matched
Kansas State University|United States,Kansas State University,United States,https://ror.org/05p1j8758,Kansas State University,local:exact,1.0,0,3,matched
Niigata University Medical and Dental Hospital|Japan,Niigata University Medical and Dental Hospital,Japan,https://ror.org/03b0x6j22,Niigata University Medical and Dental Hospital,local:exact,1.0,0,0,matched
Kantonsspital St. Gallen|Switzerland,Kantonsspital St. Gallen,Switzerland,https://ror.org/00gpmb873,Kantonsspital St. Gallen,local:exact,1.0,0,1,matched
Latvian Biomedical Research and Study Centre|Latvia,Latvian Biomedical Research and Study Centre,Latvia,https://ror.org/01gckhp53,Latvian Biomedical Research and Study Centre,local:exact,1.0,0,0,matched
Sultan Qaboos University|Oman,Sultan Qaboos University,Oman,https://ror.org/04wq8zb47,Sultan Qaboos University,local:exact,1.0,0,0,matched
The Few Institute|United States,The Few Institute,United States,https://ror.org/00w2zvp73,The Few Institute,local:exact,1.0,0,0,matched
Methodist Dallas Medical Center|United States,Methodist Dallas Medical Center,United States,https://ror.org/05eb9pt23,Methodist Dallas Medical Center,local:exact,1.0,0,0,matched
Netaji Subhash Chandra Bose Medical College|India,Netaji Subhash Chandra Bose Medical College,India,https://ror.org/045xjv649,Netaji Subhash Chandra Bose Medical College,local:exact,1.0,0,0,matched
New York University Langone Medical Center|United States,New York University Langone Medical Center,United States,https://ror.org/005dvqh91,NYU Langone Health,local:exact,1.0,0,6,matched
Kaplan Medical Center|Israel,Kaplan Medical Center,Israel,https://ror.org/00t0n9020,Kaplan Medical Center,local:exact,1.0,1,0,matched
Tarim University|China,Tarim University,China,https://ror.org/05202v862,Tarim University,local:exact,1.0,0,0,matched
Karabük University|Turkey,Karabük University,Turkey,https://ror.org/04wy7gp54,Karabük University,local:exact_name,0.95,0,0,matched
Vilnius University|Lithuania,Vilnius University,Lithuania,https://ror.org/03nadee84,Vilnius University,local:exact,1.0,0,0,matched
Karadeniz Technical University|Turkey,Karadeniz Technical University,Turkey,https://ror.org/03z8fyr40,Karadeniz Technical University,local:exact_name,0.95,0,0,matched
University of Nigeria|Nigeria,University of Nigeria,Nigeria,https://ror.org/01sn1yx84,University of Nigeria,local:exact,1.0,0,1,matched
Leiden University|Netherlands,Leiden University,Netherlands,https://ror.org/027bh9e22,Leiden University,local:exact_name,0.95,0,2,matched
Karelian Research Centre|Russia,Karelian Research Centre,Russia,https://ror.org/05wgt8358,Karelian Research Centre,local:exact,1.0,1,1,matched
Kariya Toyota General Hospital|Japan,Kariya Toyota General Hospital,Japan,https://ror.org/00vzw9736,Kariya Toyota General Hospital,local:exact,1.0,0,0,matched
Northeast Georgia Medical Center|United States,Northeast Georgia Medical Center,United States,https://ror.org/02pd4fk17,Northeast Georgia Medical Center,local:exact,1.0,0,0,matched
Karl Landsteiner University of Health Sciences|Austria,Karl Landsteiner University of Health Sciences,Austria,https://ror.org/04t79ze18,Karl Landsteiner University of Health Sciences,local:exact,1.0,0,0,matched
Tuskegee University|United States,Tuskegee University,United States,https://ror.org/0137n4m74,Tuskegee University,local:exact,1.0,0,0,matched
Karlsruhe Institute of Technology|Germany,Karlsruhe Institute of Technology,Germany,https://ror.org/04t3en479,Karlsruhe Institute of Technology,local:exact,1.0,1,2,matched
National Defense Medical College|Japan,National Defense Medical College,Japan,https://ror.org/02e4qbj88,National Defense Medical College,local:exact,1.0,0,0,matched
Michael J. Fox Foundation|United States,Michael J. Fox Foundation,United States,https://ror.org/03arq3225,Michael J. Fox Foundation,local:exact,1.0,0,0,matched
University of Tennessee Health Science Center|United States,University of Tennessee Health Science Center,United States,https://ror.org/0011qv509,University of Tennessee Health Science Center,local:exact,1.0,1,0,matched
Karmanos Cancer Institute|United States,Karmanos Cancer Institute,United States,https://ror.org/00ee40h97,The Barbara Ann Karmanos Cancer Institute,local:exact,1.0,1,0,matched
Second Affiliated Hospital of Nanchang University|China,Second Affiliated Hospital of Nanchang University,China,https://ror.org/01nxv5c88,Second Affiliated Hospital of Nanchang University,local:exact,1.0,0,0,matched
Karnatak University|India,Karnatak University,India,https://ror.org/05ajnv358,Karnatak University,local:exact,1.0,0,0,matched
Karnataka Institute of Medical Sciences|India,Karnataka Institute of Medical Sciences,India,https://ror.org/03d6dzy78,Karnataka Institute of Medical Sciences,local:exact,1.0,0,0,matched
Karnataka Veterinary Animal and Fisheries Sciences University|India,Karnataka Veterinary Animal and Fisheries Sciences University,India,https://ror.org/036p1cm16,Karnataka Veterinary Animal and Fisheries Sciences University,local:exact,1.0,0,0,matched
Karunya University|India,Karunya University,India,https://ror.org/03k23nv15,Karunya University,local:exact,1.0,0,0,matched
Nuclear Institute for Agriculture and Biology|Pakistan,Nuclear Institute for Agriculture and Biology,Pakistan,https://ror.org/01cyxvw51,Nuclear Institute for Agriculture and Biology,local:exact,1.0,0,0,matched
Kasetsart University|Thailand,Kasetsart University,Thailand,https://ror.org/05gzceg21,Kasetsart University,local:exact,1.0,0,1,matched
University of Tsukuba Hospital|Japan,University of Tsukuba Hospital,Japan,https://ror.org/028fz3b89,University of Tsukuba Hospital,local:exact,1.0,0,0,matched
Vanderbilt University School of Medicine|United States,Vanderbilt University School of Medicine,United States,,,,,,,unmatched
Kastamonu University|Turkey,Kastamonu University,Turkey,https://ror.org/015scty35,Kastamonu University,local:exact_name,0.95,0,0,matched
Kasturba Medical College|India,Kasturba Medical College,India,https://ror.org/05hg48t65,"Kasturba Medical College, Manipal",local:fuzzy(0.92),0.921,1,1,matched
Kasugai Municipal Hospital|Japan,Kasugai Municipal Hospital,Japan,https://ror.org/019ekef14,Kasugai Municipal Hospital,local:exact,1.0,0,0,matched
Malaghan Institute of Medical Research|New Zealand,Malaghan Institute of Medical Research,New Zealand,https://ror.org/02487ts63,Malaghan Institute of Medical Research,local:exact,1.0,0,0,matched
Katharinenhospital|Germany,Katharinenhospital,Germany,https://ror.org/002n0by50,Katharinenhospital,local:exact,1.0,1,0,matched
South China National Centre of Metrology|China,South China National Centre of Metrology,China,https://ror.org/01cxrh590,South China National Centre of Metrology,local:exact,1.0,0,0,matched
Shanghai University of Medicine and Health Sciences|China,Shanghai University of Medicine and Health Sciences,China,https://ror.org/03ns6aq57,Shanghai University of Medicine and Health Sciences,local:exact,1.0,0,0,matched
Katsushika Medical Center|Japan,Katsushika Medical Center,Japan,https://ror.org/01wxddc07,Katsushika Medical Center,local:exact,1.0,0,0,matched
Kaunas University of Technology|Lithuania,Kaunas University of Technology,Lithuania,https://ror.org/01me6gb93,Kaunas University of Technology,local:exact,1.0,0,0,matched
Universidade Federal de Sergipe|Brazil,Universidade Federal de Sergipe,Brazil,https://ror.org/028ka0n85,Universidade Federal de Sergipe,local:exact,1.0,0,0,matched
Kavli Institute for the Physics and Mathematics of the Universe|Japan,Kavli Institute for the Physics and Mathematics of the Universe,Japan,https://ror.org/02chw6z69,Kavli Institute for the Physics and Mathematics of the Universe,local:exact,1.0,0,0,matched
Kaw Nation|United States,Kaw Nation,United States,https://ror.org/02ts93992,Kaw Nation,local:exact,1.0,0,0,matched
Kawasaki Hospital|Japan,Kawasaki Hospital,Japan,https://ror.org/03cfz7739,Kawasaki Hospital,local:exact,1.0,0,0,matched
Provincial Laboratory of Public Health|Canada,Provincial Laboratory of Public Health,Canada,https://ror.org/009afvb77,Provincial Laboratory of Public Health,local:exact,1.0,0,0,matched
Life Science Zurich|Switzerland,Life Science Zurich,Switzerland,https://ror.org/02jxpdd90,Life Science Zurich,local:exact,1.0,0,0,matched
Medical University of Sofia|Bulgaria,Medical University of Sofia,Bulgaria,https://ror.org/01n9zy652,Medical University of Sofia,local:exact,1.0,0,0,matched
The Second Affiliated Hospital of Bengbu Medical College|China,The Second Affiliated Hospital of Bengbu Medical College,China,https://ror.org/0441pfj90,The Second Affiliated Hospital of Bengbu Medical College,local:exact,1.0,0,0,matched
Kawasumi Laboratories (Japan)|Japan,Kawasumi Laboratories (Japan),Japan,https://ror.org/03rqh4h65,Kawasumi Laboratories (Japan),local:exact,1.0,0,0,matched
Kaya University|South Korea,Kaya University,South Korea,https://ror.org/02mf8ey61,Kaya University,local:exact,1.0,0,0,matched
Kazakh National Agrarian University|Kazakhstan,Kazakh National Agrarian University,Kazakhstan,https://ror.org/033cvvt68,Kazakh National Agrarian Research University,local:exact,1.0,0,0,matched
Kazakh National Medical University|Kazakhstan,Kazakh National Medical University,Kazakhstan,https://ror.org/05pc6w891,Kazakh National Medical University,local:exact,1.0,0,0,matched
University of Salford|United Kingdom,University of Salford,United Kingdom,https://ror.org/01tmqtf75,University of Salford,local:exact,1.0,0,1,matched
Kazan Federal University|Russia,Kazan Federal University,Russia,https://ror.org/05256ym39,Kazan Federal University,local:exact,1.0,0,0,matched
Kazan Institute of Biochemistry and Biophysics|Russia,Kazan Institute of Biochemistry and Biophysics,Russia,https://ror.org/01pphqm45,Kazan Institute of Biochemistry and Biophysics,local:exact,1.0,1,0,matched
Kazan Research Institute of Epidemiology and Microbiology|Russia,Kazan Research Institute of Epidemiology and Microbiology,Russia,https://ror.org/02xshzv74,Kazan Research Institute of Epidemiology and Microbiology,local:exact,1.0,0,0,matched
Kazan Scientific Center|Russia,Kazan Scientific Center,Russia,https://ror.org/00g4bcb66,Kazan Scientific Center,local:exact,1.0,1,1,matched
Research Institute in Oncology and Hematology|Canada,Research Institute in Oncology and Hematology,Canada,https://ror.org/05qer3y84,Research Institute in Oncology and Hematology,local:exact,1.0,2,0,matched
Kazan State Agrarian University|Russia,Kazan State Agrarian University,Russia,https://ror.org/04nxym641,Kazan State Agrarian University,local:exact,1.0,0,0,matched
Kazan State Medical Academy|Russia,Kazan State Medical Academy,Russia,https://ror.org/02ct1m089,Kazan State Medical Academy,local:exact,1.0,0,0,matched
Kazan State Medical University|Russia,Kazan State Medical University,Russia,https://ror.org/013pk4y14,Kazan State Medical University,local:exact,1.0,0,0,matched
The Wistar Institute|United States,The Wistar Institute,United States,https://ror.org/04wncat98,The Wistar Institute,local:exact,1.0,0,1,matched
Kazimierz Pułaski University of Technology and Humanities in Radom|Poland,Kazimierz Pułaski University of Technology and Humanities in Radom,Poland,https://ror.org/01f4dr878,Kazimierz Pułaski University of Technology and Humanities in Radom,local:exact,1.0,0,0,matched
University of Louisiana at Monroe|United States,University of Louisiana at Monroe,United States,https://ror.org/02qeh3c90,University of Louisiana at Monroe,local:exact,1.0,1,0,matched
Kazimierz Wielki University in Bydgoszcz|Poland,Kazimierz Wielki University in Bydgoszcz,Poland,https://ror.org/018zpxs61,Kazimierz Wielki University in Bydgoszcz,local:exact,1.0,0,0,matched
Université Félix Houphouët-Boigny|Ivory Coast,Université Félix Houphouët-Boigny,Ivory Coast,https://ror.org/03haqmz43,Université Félix Houphouët-Boigny,local:exact,1.0,0,0,matched
Kazusa DNA Research Institute|Japan,Kazusa DNA Research Institute,Japan,https://ror.org/04pnjx786,Kazusa DNA Research Institute,local:exact,1.0,0,0,matched
University of Birmingham|United Kingdom,University of Birmingham,United Kingdom,https://ror.org/03angcq70,University of Birmingham,local:exact,1.0,0,3,matched
Keck Graduate Institute|United States,Keck Graduate Institute,United States,https://ror.org/00f4jdp82,Keck Graduate Institute,local:exact,1.0,1,0,matched
Northumbria University|United Kingdom,Northumbria University,United Kingdom,https://ror.org/049e6bc10,Northumbria University,local:exact,1.0,0,0,matched
Virginia Commonwealth University|United States,Virginia Commonwealth University,United States,https://ror.org/02nkdxk79,Virginia Commonwealth University,local:exact,1.0,0,3,matched
Sutton Hospital|United Kingdom,Sutton Hospital,United Kingdom,https://ror.org/00zdr6w59,Sutton Hospital,local:exact,1.0,1,0,matched
Keimyung University|South Korea,Keimyung University,South Korea,https://ror.org/00tjv0s33,Keimyung University,local:exact,1.0,0,0,matched
Sichuan Agricultural University|China,Sichuan Agricultural University,China,https://ror.org/0388c3403,Sichuan Agricultural University,local:exact,1.0,0,0,matched
University of Regensburg|Germany,University of Regensburg,Germany,https://ror.org/01eezs655,University of Regensburg,local:exact,1.0,0,0,matched
Keio University|Japan,Keio University,Japan,https://ror.org/02kn6nx58,Keio University,local:exact,1.0,0,2,matched
Middlemore Hospital|New Zealand,Middlemore Hospital,New Zealand,https://ror.org/055d6gv91,Middlemore Hospital,local:exact,1.0,1,0,matched
VA Connecticut Healthcare System|United States,VA Connecticut Healthcare System,United States,https://ror.org/000rgm762,VA Connecticut Healthcare System,local:exact,1.0,1,0,matched
Keio University Shonan Fujisawa|Japan,Keio University Shonan Fujisawa,Japan,https://ror.org/047khpn70,Keio University Shonan Fujisawa,local:exact,1.0,0,0,matched
University Hospitals Case Medical Center|United States,University Hospitals Case Medical Center,United States,https://ror.org/01gc0wp38,University Hospitals Cleveland Medical Center,local:exact,1.0,1,0,matched
National Cancer Center|South Korea,National Cancer Center,South Korea,https://ror.org/02tsanh21,National Cancer Center,local:exact,1.0,1,1,matched
Kemerovo State University|Russia,Kemerovo State University,Russia,https://ror.org/036yvre49,Kemerovo State University,local:exact,1.0,0,0,matched
University of Illinois at Urbana-Champaign|United States,University of Illinois at Urbana-Champaign,United States,https://ror.org/047426m28,University of Illinois Urbana-Champaign,local:fuzzy(0.98),0.98,1,7,matched
Kempegowda Institute of Medical Sciences|India,Kempegowda Institute of Medical Sciences,India,https://ror.org/04pcmf738,Kempegowda Institute of Medical Sciences,local:exact,1.0,0,0,matched
Kempenhaeghe|Netherlands,Kempenhaeghe,Netherlands,https://ror.org/03bbe8e53,Kempenhaeghe,local:exact_name,0.95,0,0,matched
Ruhr University Bochum|Germany,Ruhr University Bochum,Germany,https://ror.org/04tsk2644,Ruhr University Bochum,local:exact,1.0,0,3,matched
Science for Life Laboratory|Sweden,Science for Life Laboratory,Sweden,https://ror.org/04ev03g22,Science for Life Laboratory,local:exact,1.0,0,1,matched
Kennedy Space Center|United States,Kennedy Space Center,United States,https://ror.org/03kjpzv42,Kennedy Space Center,local:exact,1.0,1,0,matched
"University at Buffalo, State University of New York|United States","University at Buffalo, State University of New York",United States,https://ror.org/01y64my43,"University at Buffalo, State University of New York",local:exact,1.0,1,1,matched
Wonkwang University|South Korea,Wonkwang University,South Korea,https://ror.org/006776986,Wonkwang University,local:exact,1.0,0,8,matched
Kent Hastanesi|Turkey,Kent Hastanesi,Turkey,https://ror.org/0599zba67,Kent Hastanesi,local:exact_name,0.95,0,0,matched
Kent State University|United States,Kent State University,United States,https://ror.org/049pfb863,Kent State University,local:exact,1.0,1,0,matched
Tianjin Medical University Eye Hospital|China,Tianjin Medical University Eye Hospital,China,https://ror.org/04j2cfe69,Tianjin Medical University Eye Hospital,local:exact,1.0,0,0,matched
University of Glasgow|United Kingdom,University of Glasgow,United Kingdom,https://ror.org/00vtgdb53,University of Glasgow,local:exact,1.0,0,8,matched
Radboud University Nijmegen|Netherlands,Radboud University Nijmegen,Netherlands,https://ror.org/016xsfp80,Radboud University Nijmegen,local:exact_name,0.95,0,2,matched
Royal College of Surgeons in Ireland|Ireland,Royal College of Surgeons in Ireland,Ireland,https://ror.org/01hxy9878,Royal College of Surgeons in Ireland,local:exact,1.0,0,2,matched
Kenya Methodist University|Kenya,Kenya Methodist University,Kenya,https://ror.org/033tvp994,Kenya Methodist University,local:exact,1.0,0,0,matched
Wuhan Engineering Science & Technology Institute|China,Wuhan Engineering Science & Technology Institute,China,https://ror.org/04ez3r306,Wuhan Engineering Science & Technology Institute,local:exact,1.0,0,0,matched
University of Helsinki|Finland,University of Helsinki,Finland,https://ror.org/040af2s02,University of Helsinki,local:exact,1.0,0,7,matched
Kerala Institute of Medical Sciences|India,Kerala Institute of Medical Sciences,India,https://ror.org/02cpwdj94,Kerala Institute of Medical Sciences,local:exact,1.0,0,0,matched
Kerala Veterinary and Animal Sciences University|India,Kerala Veterinary and Animal Sciences University,India,https://ror.org/00rf3br26,Kerala Veterinary and Animal Sciences University,local:exact,1.0,0,0,matched
Kerckhoff Klinik|Germany,Kerckhoff Klinik,Germany,https://ror.org/04m54m956,Kerckhoff Klinik,local:exact,1.0,0,0,matched
Kern Medical Center|United States,Kern Medical Center,United States,https://ror.org/01eyb5f38,Kern Medical Center,local:exact,1.0,0,0,matched
British Lung Foundation|United Kingdom,British Lung Foundation,United Kingdom,https://ror.org/05qnwyb92,British Lung Foundation,local:exact,1.0,0,0,matched
Key Laboratory of Chemistry for Natural Products of Guizhou Province and Chinese Academy of Sciences|China,Key Laboratory of Chemistry for Natural Products of Guizhou Province and Chinese Academy of Sciences,China,https://ror.org/02tvx6482,Key Laboratory of Chemistry for Natural Products of Guizhou Province and Chinese Academy of Sciences,local:exact,1.0,0,0,matched
Khalifa University of Science and Technology|United Arab Emirates,Khalifa University of Science and Technology,United Arab Emirates,https://ror.org/05hffr360,Khalifa University of Science and Technology,local:exact,1.0,0,0,matched
Hospital Virgen de la Concha|Spain,Hospital Virgen de la Concha,Spain,https://ror.org/02bhk3j29,Hospital Virgen de la Concha,local:exact,1.0,0,0,matched
Institut d’Epidémiologie Neurologique et de Neurologie Tropicale|France,Institut d’Epidémiologie Neurologique et de Neurologie Tropicale,France,https://ror.org/0529q4s79,Institut d’Epidémiologie Neurologique et de Neurologie Tropicale,local:exact,1.0,2,0,matched
Kharkiv National Medical University|Ukraine,Kharkiv National Medical University,Ukraine,https://ror.org/01sks0025,Kharkiv National Medical University,local:exact,1.0,0,0,matched
Khoo Teck Puat Hospital|Singapore,Khoo Teck Puat Hospital,Singapore,https://ror.org/05wc95s05,Khoo Teck Puat Hospital,local:exact,1.0,0,0,matched
Krasnoyarsk Scientific Center|Russia,Krasnoyarsk Scientific Center,Russia,https://ror.org/007ebp326,Krasnoyarsk Scientific Center,local:exact,1.0,1,0,matched
Khulna University|Bangladesh,Khulna University,Bangladesh,https://ror.org/05pny7s12,Khulna University,local:exact,1.0,0,0,matched
Kure Medical Center|Japan,Kure Medical Center,Japan,https://ror.org/05te51965,Kure Medical Center,local:exact,1.0,1,0,matched
Nanyang Medical College|China,Nanyang Medical College,China,https://ror.org/03j450x81,Nanyang Medical College,local:exact,1.0,0,0,matched
Khyber Medical College|Pakistan,Khyber Medical College,Pakistan,https://ror.org/01vr7z878,Khyber Medical College,local:exact,1.0,1,0,matched
National Institute of Occupational Safety and Health|Japan,National Institute of Occupational Safety and Health,Japan,https://ror.org/019zv8f18,National Institute of Occupational Safety and Health,local:exact,1.0,0,0,matched
Khyber Medical University|Pakistan,Khyber Medical University,Pakistan,https://ror.org/00nv6q035,Khyber Medical University,local:exact,1.0,0,1,matched
National University of the Northeast|Argentina,National University of the Northeast,Argentina,https://ror.org/057ecva72,National University of the Northeast,local:exact,1.0,0,2,matched
Khyber Teaching Hospital|Pakistan,Khyber Teaching Hospital,Pakistan,https://ror.org/04xnzxv25,Khyber Teaching Hospital,local:exact,1.0,0,0,matched
Natural Resources Institute Finland|Finland,Natural Resources Institute Finland,Finland,https://ror.org/02hb7bm88,Natural Resources Institute Finland,local:exact,1.0,1,1,matched
Kiang Wu Hospital|China,Kiang Wu Hospital,China,https://ror.org/03r5za471,Kiang Wu Hospital,local:exact_name,0.95,0,0,matched
Navidea Biopharmaceuticals (United States)|United States,Navidea Biopharmaceuticals (United States),United States,https://ror.org/04j5b4618,Navidea Biopharmaceuticals (United States),local:exact,1.0,0,0,matched
Kibi International University|Japan,Kibi International University,Japan,https://ror.org/02xmq6r77,Kibi International University,local:exact,1.0,0,0,matched
Open University Malaysia|Malaysia,Open University Malaysia,Malaysia,https://ror.org/037yy5v69,Open University Malaysia,local:exact,1.0,0,0,matched
Kidney Centre|Pakistan,Kidney Centre,Pakistan,https://ror.org/051hx5h67,Kidney Centre,local:exact,1.0,0,0,matched
Kidwai Memorial Institute of Oncology|India,Kidwai Memorial Institute of Oncology,India,https://ror.org/027h1w574,Kidwai Memorial Institute of Oncology,local:exact,1.0,0,0,matched
